,0,1
0,0.4049119715893658,amt
1,0.19917250333562603,category
2,0.0643335620395987,unix_time
3,0.0515664264485387,merch_long
4,0.05128780394791661,merch_lat
5,0.04800309047896521,trans_num
6,0.043610072081764095,age
7,0.03676603155048445,job
8,0.03427782338079066,lat
9,0.03403276545542459,long
10,0.03203794969152498,cc_num
