,0,1
0,0.47117194533348083,category
1,0.2697061598300934,amt
2,0.06180538609623909,age
3,0.032446421682834625,merch_lat
4,0.02986459992825985,job
5,0.029589643701910973,lat
6,0.025357859209179878,unix_time
7,0.02528397925198078,long
8,0.021862423047423363,merch_long
9,0.017483681440353394,cc_num
10,0.015427874401211739,trans_num
